direction_group,layer,seed,signal_scale,sae_latents,l1_coef,condition,mean_recovery,median_recovery,min_recovery,max_recovery,frac_recovered,mean_snr
weak,4,0,0.1,2048,0.001,random_label_control,0.04008266280214844,0.03942252393869794,0.02254908443294758,0.06660983742299657,0.0,3.4219999999999997
weak,4,0,0.1,2048,0.001,random_pair_delta_control,0.05832813791149851,0.05841363843894526,0.044026073191902236,0.07440616160820351,0.0,3.4219999999999997
weak,4,1,0.1,2048,0.001,standard_L1_K2048_mixed,0.0637400686508621,0.06543856597307866,0.05315781388726095,0.07193357870756563,0.0,3.4219999999999997
weak,4,1,0.1,2048,0.001,topK20_K2048_mixed,0.06642558383740306,0.06333473346142335,0.053694150247774394,0.07998383929700743,0.0,3.4219999999999997
weak,4,1,0.1,2048,0.001,delta_K2048,0.9941244474394892,0.9940899068402627,0.9938928026437545,0.9944161641664471,1.0,3.4219999999999997
weak,4,1,0.1,2048,0.001,random_label_control,0.040586222870764306,0.038777189516780435,0.029694420069983005,0.05873157830112009,0.0,3.4219999999999997
weak,4,1,0.1,2048,0.001,random_pair_delta_control,0.06711392615105213,0.06823874273417749,0.050220145462710815,0.07672607574516858,0.0,3.4219999999999997
weak,4,2,0.1,2048,0.001,standard_L1_K2048_mixed,0.05793658146830031,0.056324635114094884,0.05249430967982688,0.07400605621490526,0.0,3.4219999999999997
weak,4,2,0.1,2048,0.001,topK20_K2048_mixed,0.0578302861253505,0.05500116395645749,0.04588121758228713,0.0787634620594766,0.0,3.4219999999999997
weak,4,2,0.1,2048,0.001,delta_K2048,0.9936614605345093,0.9936952983977889,0.9930699000269878,0.9940029398270185,1.0,3.4219999999999997
weak,4,2,0.1,2048,0.001,random_label_control,0.03645577762914647,0.03646647215504973,0.025597503709922136,0.044718476910594405,0.0,3.4219999999999997
weak,4,2,0.1,2048,0.001,random_pair_delta_control,0.06146107065312693,0.058448730940489795,0.05287088980553147,0.07759401992396105,0.0,3.4219999999999997
strong,4,0,0.005,512,0.001,standard_L1_K512_mixed,0.06682961167594727,0.06272814527283059,0.05907730208505995,0.07903825013213495,0.0,3.6451666666666664
strong,4,0,0.005,512,0.001,topK20_K512_mixed,0.058692644783826485,0.05929678352904548,0.045705698732138395,0.07225576420401776,0.0,3.6451666666666664
strong,4,0,0.005,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,0,0.005,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,0,0.005,512,0.001,random_pair_delta_control,0.04996904499710683,0.04871904844298778,0.044123132366442545,0.05861803504610484,0.0,3.6451666666666664
